Data da Venda,Categoria do Produto,Quantidade em Estoque,Filial,Nome do Produto,Preço do Produto (R$)
indisponivel,Alimentos,50,Filial 4,Sombra de olhos,68.92
indisponivel,Eletrônicos,14,Filial 6,Batom matte,16.21
indisponivel,Eletrônicos,37,Filial 2,Blush em pó,9.7
indisponivel,Eletrodomésticos,33,Filial 6,Batom líquido,82.22
indisponivel,Eletrodomésticos,57,Filial 10,Sombra de olhos,65.57
indisponivel,Alimentos,96,Filial 8,Lápis de sobrancelha,53.94
indisponivel,Roupas,56,Filial 8,Corretivo,24.38
indisponivel,Alimentos,56,Filial 10,Corretivo,26.15
indisponivel,Eletrodomésticos,92,Filial 3,Lápis de sobrancelha,44.22
indisponivel,Eletrodomésticos,24,Filial 9,Sombra de olhos,31.85
indisponivel,Roupas,20,Filial 1,Base líquida,70.29
indisponivel,Alimentos,80,Filial 6,Pó compacto,53.54
indisponivel,Eletrodomésticos,11,Filial 2,Blush em pó,68.22
indisponivel,Eletrodomésticos,73,Filial 9,Batom matte,93.2
indisponivel,Roupas,89,Filial 9,Delineador líquido,20.78
indisponivel,Alimentos,72,Filial 2,Máscara de cílios,7.28
indisponivel,Roupas,69,Filial 3,Delineador líquido,84.75
indisponivel,Eletrodomésticos,74,Filial 1,Blush em pó,19.7
indisponivel,Eletrônicos,2,Filial 4,Batom líquido,17.68
indisponivel,Alimentos,66,Filial 2,Lápis de sobrancelha,76.56
indisponivel,Eletrônicos,1,Filial 5,Pó compacto,28.0
indisponivel,Eletrodomésticos,73,Filial 6,Delineador líquido,44.42
indisponivel,Alimentos,9,Filial 4,Blush em pó,89.74
indisponivel,Alimentos,92,Filial 6,Sombra de olhos,89.88
indisponivel,Eletrodomésticos,25,Filial 1,Corretivo,15.4
indisponivel,Eletrodomésticos,83,Filial 1,Batom matte,3.05
indisponivel,Roupas,30,Filial 8,Delineador líquido,43.02
indisponivel,Eletrodomésticos,38,Filial 6,Lápis de sobrancelha,39.21
indisponivel,Alimentos,96,Filial 3,Batom matte,61.82
indisponivel,Roupas,51,Filial 5,Blush em pó,55.76
indisponivel,Roupas,14,Filial 4,Corretivo,9.73
indisponivel,Roupas,61,Filial 10,Lápis de sobrancelha,61.57
indisponivel,Eletrônicos,39,Filial 1,Delineador líquido,75.93
indisponivel,Eletrônicos,74,Filial 10,Lápis de sobrancelha,97.32
indisponivel,Eletrodomésticos,25,Filial 4,Pó compacto,26.08
indisponivel,Alimentos,88,Filial 4,Delineador líquido,84.83
indisponivel,Alimentos,62,Filial 5,Delineador líquido,29.56
indisponivel,Eletrônicos,30,Filial 5,Máscara de cílios,69.03
indisponivel,Eletrodomésticos,3,Filial 1,Lápis de sobrancelha,69.55
indisponivel,Eletrônicos,67,Filial 6,Sombra de olhos,42.89
indisponivel,Eletrônicos,67,Filial 3,Corretivo,13.18
indisponivel,Eletrônicos,24,Filial 4,Sombra de olhos,71.6
indisponivel,Eletrodomésticos,50,Filial 10,Corretivo,54.92
indisponivel,Eletrodomésticos,13,Filial 10,Lápis de sobrancelha,66.37
indisponivel,Eletrônicos,60,Filial 7,Batom líquido,48.64
indisponivel,Eletrodomésticos,84,Filial 9,Blush em pó,3.34
indisponivel,Eletrônicos,2,Filial 1,Blush em pó,41.44
indisponivel,Alimentos,81,Filial 7,Máscara de cílios,80.05
indisponivel,Roupas,34,Filial 8,Corretivo,5.85
indisponivel,Eletrodomésticos,29,Filial 6,Lápis de sobrancelha,74.41
indisponivel,Alimentos,61,Filial 6,Batom matte,16.82
indisponivel,Eletrodomésticos,51,Filial 10,Batom matte,75.16
indisponivel,Eletrodomésticos,36,Filial 1,Corretivo,82.46
indisponivel,Roupas,74,Filial 3,Blush em pó,17.11
indisponivel,Roupas,55,Filial 9,Base líquida,52.85
indisponivel,Eletrônicos,2,Filial 3,Delineador líquido,21.95
indisponivel,Alimentos,57,Filial 2,Máscara de cílios,77.94
indisponivel,Alimentos,84,Filial 2,Máscara de cílios,74.08
indisponivel,Eletrodomésticos,89,Filial 10,Lápis de sobrancelha,30.88
indisponivel,Alimentos,17,Filial 5,Lápis de sobrancelha,56.83
indisponivel,Alimentos,98,Filial 8,Lápis de sobrancelha,28.48
indisponivel,Eletrônicos,55,Filial 4,Delineador líquido,32.08
indisponivel,Roupas,20,Filial 2,Base líquida,53.35
indisponivel,Alimentos,64,Filial 9,Delineador líquido,12.87
indisponivel,Alimentos,49,Filial 2,Lápis de sobrancelha,91.79
indisponivel,Roupas,70,Filial 8,Batom líquido,32.46
indisponivel,Alimentos,81,Filial 10,Pó compacto,10.31
indisponivel,Roupas,50,Filial 9,Batom matte,57.86
indisponivel,Roupas,23,Filial 10,Corretivo,42.34
indisponivel,Eletrodomésticos,73,Filial 10,Base líquida,80.15
indisponivel,Eletrônicos,74,Filial 6,Sombra de olhos,97.17
indisponivel,Alimentos,83,Filial 3,Sombra de olhos,19.25
indisponivel,Eletrodomésticos,73,Filial 9,Delineador líquido,59.79
indisponivel,Eletrônicos,72,Filial 4,Pó compacto,21.38
indisponivel,Eletrodomésticos,81,Filial 3,Blush em pó,37.03
indisponivel,Alimentos,6,Filial 10,Base líquida,64.19
indisponivel,Roupas,74,Filial 10,Blush em pó,56.95
indisponivel,Eletrônicos,75,Filial 7,Corretivo,80.93
indisponivel,Alimentos,65,Filial 2,Pó compacto,83.98
indisponivel,Roupas,5,Filial 5,Lápis de sobrancelha,60.52
indisponivel,Eletrônicos,53,Filial 9,Pó compacto,97.87
indisponivel,Roupas,94,Filial 6,Base líquida,20.69
indisponivel,Eletrodomésticos,63,Filial 3,Batom matte,46.28
indisponivel,Roupas,23,Filial 8,Blush em pó,21.04
indisponivel,Roupas,67,Filial 6,Delineador líquido,44.34
indisponivel,Roupas,23,Filial 1,Lápis de sobrancelha,67.04
indisponivel,Eletrodomésticos,8,Filial 9,Lápis de sobrancelha,14.3
indisponivel,Eletrônicos,52,Filial 7,Pó compacto,7.96
indisponivel,Roupas,84,Filial 8,Blush em pó,89.7
indisponivel,Roupas,50,Filial 8,Batom líquido,40.85
indisponivel,Eletrônicos,69,Filial 10,Batom matte,38.67
indisponivel,Alimentos,62,Filial 2,Pó compacto,25.73
indisponivel,Roupas,78,Filial 7,Base líquida,63.5
indisponivel,Roupas,56,Filial 10,Pó compacto,90.18
indisponivel,Eletrodomésticos,24,Filial 10,Corretivo,46.38
indisponivel,Eletrônicos,2,Filial 5,Máscara de cílios,57.55
indisponivel,Eletrodomésticos,60,Filial 5,Batom líquido,51.17
indisponivel,Roupas,91,Filial 4,Batom líquido,66.77
indisponivel,Eletrodomésticos,47,Filial 9,Sombra de olhos,19.98
indisponivel,Eletrodomésticos,87,Filial 1,Blush em pó,13.23
indisponivel,Roupas,49,Filial 5,Máscara de cílios,90.06
indisponivel,Alimentos,2,Filial 2,Blush em pó,5.12
indisponivel,Alimentos,77,Filial 4,Pó compacto,4.15
indisponivel,Roupas,73,Filial 9,Batom matte,63.64
indisponivel,Eletrônicos,64,Filial 9,Base líquida,36.43
indisponivel,Eletrodomésticos,1,Filial 7,Batom matte,34.69
indisponivel,Alimentos,54,Filial 7,Pó compacto,26.39
indisponivel,Alimentos,93,Filial 2,Lápis de sobrancelha,49.52
indisponivel,Alimentos,42,Filial 6,Base líquida,13.11
indisponivel,Alimentos,91,Filial 4,Sombra de olhos,23.43
indisponivel,Eletrônicos,24,Filial 9,Batom matte,25.8
indisponivel,Roupas,65,Filial 5,Batom líquido,83.23
indisponivel,Alimentos,17,Filial 3,Delineador líquido,66.5
indisponivel,Alimentos,85,Filial 10,Base líquida,82.56
indisponivel,Eletrônicos,51,Filial 5,Máscara de cílios,6.81
indisponivel,Roupas,62,Filial 6,Pó compacto,20.04
indisponivel,Eletrodomésticos,37,Filial 10,Blush em pó,94.79
indisponivel,Alimentos,85,Filial 4,Sombra de olhos,64.47
indisponivel,Eletrodomésticos,17,Filial 1,Lápis de sobrancelha,39.25
indisponivel,Eletrônicos,36,Filial 7,Corretivo,79.51
indisponivel,Eletrônicos,73,Filial 7,Base líquida,17.29
indisponivel,Alimentos,82,Filial 6,Delineador líquido,26.04
indisponivel,Eletrônicos,55,Filial 10,Lápis de sobrancelha,47.93
indisponivel,Eletrodomésticos,79,Filial 8,Batom matte,68.86
indisponivel,Alimentos,40,Filial 2,Blush em pó,19.68
indisponivel,Eletrodomésticos,69,Filial 5,Base líquida,6.59
indisponivel,Roupas,54,Filial 2,Corretivo,38.96
indisponivel,Roupas,75,Filial 4,Sombra de olhos,6.41
indisponivel,Eletrônicos,100,Filial 8,Máscara de cílios,36.43
indisponivel,Eletrônicos,25,Filial 7,Sombra de olhos,13.17
indisponivel,Roupas,65,Filial 10,Corretivo,20.19
indisponivel,Roupas,86,Filial 4,Batom líquido,78.18
indisponivel,Roupas,18,Filial 3,Base líquida,53.04
indisponivel,Eletrônicos,9,Filial 5,Máscara de cílios,43.27
indisponivel,Eletrodomésticos,39,Filial 2,Blush em pó,9.16
indisponivel,Eletrônicos,59,Filial 8,Corretivo,15.12
indisponivel,Eletrônicos,42,Filial 3,Máscara de cílios,52.08
indisponivel,Eletrônicos,75,Filial 3,Delineador líquido,47.07
indisponivel,Eletrodomésticos,56,Filial 1,Lápis de sobrancelha,79.44
indisponivel,Roupas,62,Filial 5,Lápis de sobrancelha,6.88
indisponivel,Eletrodomésticos,82,Filial 10,Máscara de cílios,79.54
indisponivel,Alimentos,30,Filial 1,Base líquida,32.25
indisponivel,Alimentos,3,Filial 1,Máscara de cílios,7.95
indisponivel,Roupas,40,Filial 7,Sombra de olhos,56.82
indisponivel,Eletrônicos,46,Filial 6,Corretivo,50.21
indisponivel,Eletrodomésticos,4,Filial 8,Blush em pó,42.61
indisponivel,Eletrônicos,18,Filial 2,Batom matte,35.14
indisponivel,Alimentos,60,Filial 4,Pó compacto,34.58
indisponivel,Roupas,40,Filial 6,Lápis de sobrancelha,13.41
indisponivel,Alimentos,98,Filial 8,Sombra de olhos,95.82
indisponivel,Eletrodomésticos,66,Filial 2,Base líquida,18.22
indisponivel,Eletrônicos,25,Filial 5,Batom matte,65.93
indisponivel,Alimentos,56,Filial 3,Batom líquido,90.86
indisponivel,Alimentos,100,Filial 8,Delineador líquido,35.42
indisponivel,Roupas,65,Filial 1,Máscara de cílios,9.48
indisponivel,Alimentos,19,Filial 6,Máscara de cílios,75.95
indisponivel,Eletrodomésticos,40,Filial 1,Lápis de sobrancelha,36.32
indisponivel,Eletrônicos,13,Filial 8,Base líquida,61.91
indisponivel,Eletrodomésticos,17,Filial 7,Sombra de olhos,49.19
indisponivel,Alimentos,30,Filial 1,Blush em pó,96.51
indisponivel,Roupas,60,Filial 1,Base líquida,97.32
indisponivel,Roupas,63,Filial 7,Blush em pó,10.18
indisponivel,Alimentos,44,Filial 5,Lápis de sobrancelha,38.56
indisponivel,Eletrodomésticos,22,Filial 2,Batom matte,32.38
indisponivel,Eletrodomésticos,50,Filial 3,Delineador líquido,68.61
indisponivel,Eletrodomésticos,41,Filial 1,Batom matte,54.35
indisponivel,Eletrônicos,94,Filial 10,Base líquida,76.32
indisponivel,Alimentos,19,Filial 1,Corretivo,20.19
indisponivel,Eletrodomésticos,97,Filial 1,Sombra de olhos,44.74
indisponivel,Roupas,31,Filial 3,Blush em pó,29.14
indisponivel,Eletrodomésticos,40,Filial 1,Delineador líquido,86.69
indisponivel,Roupas,75,Filial 8,Batom matte,93.73
indisponivel,Roupas,18,Filial 3,Lápis de sobrancelha,48.51
indisponivel,Eletrodomésticos,73,Filial 8,Sombra de olhos,83.1
indisponivel,Roupas,89,Filial 10,Base líquida,6.64
indisponivel,Alimentos,92,Filial 9,Lápis de sobrancelha,71.78
indisponivel,Eletrodomésticos,93,Filial 10,Batom líquido,54.07
indisponivel,Roupas,47,Filial 8,Delineador líquido,8.43
indisponivel,Eletrodomésticos,77,Filial 8,Pó compacto,53.2
indisponivel,Roupas,84,Filial 9,Blush em pó,25.23
indisponivel,Alimentos,47,Filial 10,Delineador líquido,86.28
indisponivel,Eletrônicos,3,Filial 4,Blush em pó,48.8
indisponivel,Eletrodomésticos,24,Filial 2,Corretivo,95.9
indisponivel,Eletrônicos,90,Filial 3,Blush em pó,15.08
indisponivel,Roupas,38,Filial 3,Corretivo,78.02
indisponivel,Roupas,65,Filial 7,Máscara de cílios,1.03
indisponivel,Eletrônicos,28,Filial 7,Base líquida,22.4
indisponivel,Roupas,94,Filial 2,Delineador líquido,14.18
indisponivel,Roupas,41,Filial 7,Pó compacto,22.41
indisponivel,Roupas,47,Filial 10,Corretivo,34.14
indisponivel,Alimentos,66,Filial 8,Pó compacto,52.21
indisponivel,Roupas,39,Filial 10,Máscara de cílios,83.15
indisponivel,Roupas,60,Filial 3,Blush em pó,64.02
indisponivel,Roupas,82,Filial 2,Delineador líquido,62.97
indisponivel,Roupas,82,Filial 6,Máscara de cílios,57.62
indisponivel,Alimentos,18,Filial 3,Pó compacto,58.2
indisponivel,Alimentos,75,Filial 9,Lápis de sobrancelha,50.74
indisponivel,Roupas,22,Filial 3,Sombra de olhos,87.36
indisponivel,Eletrônicos,19,Filial 8,Blush em pó,7.62
indisponivel,Eletrônicos,65,Filial 4,Máscara de cílios,88.87
indisponivel,Alimentos,32,Filial 9,Corretivo,41.45
indisponivel,Alimentos,6,Filial 6,Blush em pó,16.36
indisponivel,Alimentos,97,Filial 2,Batom matte,7.58
indisponivel,Alimentos,77,Filial 6,Batom líquido,43.68
indisponivel,Eletrodomésticos,56,Filial 10,Sombra de olhos,49.21
indisponivel,Roupas,92,Filial 9,Corretivo,52.52
indisponivel,Eletrodomésticos,96,Filial 2,Batom líquido,84.34
indisponivel,Alimentos,44,Filial 8,Sombra de olhos,23.46
indisponivel,Eletrodomésticos,49,Filial 4,Base líquida,25.65
indisponivel,Eletrodomésticos,56,Filial 5,Batom matte,59.09
indisponivel,Eletrônicos,79,Filial 1,Batom líquido,72.79
indisponivel,Alimentos,4,Filial 6,Blush em pó,41.36
indisponivel,Roupas,41,Filial 7,Delineador líquido,44.86
indisponivel,Roupas,48,Filial 9,Sombra de olhos,68.02
indisponivel,Eletrônicos,85,Filial 2,Lápis de sobrancelha,67.85
indisponivel,Roupas,28,Filial 10,Delineador líquido,68.63
indisponivel,Eletrônicos,52,Filial 6,Delineador líquido,60.93
indisponivel,Roupas,40,Filial 1,Delineador líquido,9.28
indisponivel,Eletrônicos,50,Filial 8,Blush em pó,4.11
indisponivel,Eletrodomésticos,13,Filial 4,Batom líquido,28.2
indisponivel,Alimentos,19,Filial 8,Lápis de sobrancelha,56.7
indisponivel,Alimentos,6,Filial 6,Batom matte,24.67
indisponivel,Eletrônicos,26,Filial 9,Delineador líquido,63.19
indisponivel,Alimentos,79,Filial 2,Sombra de olhos,50.51
indisponivel,Roupas,2,Filial 7,Blush em pó,74.39
indisponivel,Roupas,52,Filial 9,Batom matte,29.8
indisponivel,Alimentos,92,Filial 1,Batom matte,42.88
indisponivel,Eletrodomésticos,85,Filial 10,Lápis de sobrancelha,27.61
indisponivel,Eletrônicos,10,Filial 8,Sombra de olhos,67.28
indisponivel,Roupas,88,Filial 5,Lápis de sobrancelha,61.02
indisponivel,Eletrodomésticos,94,Filial 9,Pó compacto,36.12
indisponivel,Alimentos,71,Filial 1,Lápis de sobrancelha,86.62
indisponivel,Eletrônicos,4,Filial 2,Batom matte,75.74
indisponivel,Roupas,16,Filial 4,Corretivo,31.61
indisponivel,Alimentos,84,Filial 1,Corretivo,21.64
indisponivel,Eletrônicos,32,Filial 10,Delineador líquido,70.46
indisponivel,Alimentos,99,Filial 1,Lápis de sobrancelha,74.94
indisponivel,Roupas,13,Filial 8,Pó compacto,84.56
indisponivel,Roupas,5,Filial 3,Pó compacto,75.04
indisponivel,Roupas,22,Filial 6,Corretivo,64.5
indisponivel,Eletrodomésticos,20,Filial 6,Corretivo,26.92
indisponivel,Alimentos,33,Filial 6,Pó compacto,15.55
indisponivel,Roupas,30,Filial 8,Lápis de sobrancelha,79.32
indisponivel,Alimentos,29,Filial 1,Pó compacto,19.41
indisponivel,Eletrodomésticos,82,Filial 2,Batom matte,42.6
indisponivel,Alimentos,7,Filial 9,Batom matte,47.36
indisponivel,Alimentos,46,Filial 8,Base líquida,95.32
indisponivel,Eletrônicos,53,Filial 4,Lápis de sobrancelha,58.92
indisponivel,Alimentos,54,Filial 10,Blush em pó,20.96
indisponivel,Eletrônicos,3,Filial 8,Lápis de sobrancelha,56.19
indisponivel,Eletrodomésticos,45,Filial 7,Lápis de sobrancelha,82.93
indisponivel,Eletrodomésticos,100,Filial 3,Máscara de cílios,55.48
indisponivel,Roupas,87,Filial 5,Batom líquido,82.32
indisponivel,Roupas,50,Filial 5,Lápis de sobrancelha,12.41
indisponivel,Eletrodomésticos,81,Filial 1,Corretivo,43.73
indisponivel,Roupas,94,Filial 7,Base líquida,56.22
indisponivel,Eletrodomésticos,42,Filial 3,Blush em pó,8.65
indisponivel,Roupas,86,Filial 10,Máscara de cílios,77.25
indisponivel,Eletrônicos,86,Filial 9,Base líquida,21.78
indisponivel,Roupas,99,Filial 1,Corretivo,60.92
indisponivel,Alimentos,32,Filial 6,Delineador líquido,99.05
indisponivel,Eletrodomésticos,32,Filial 4,Base líquida,92.03
indisponivel,Eletrônicos,80,Filial 10,Delineador líquido,81.42
indisponivel,Eletrodomésticos,37,Filial 6,Lápis de sobrancelha,21.67
indisponivel,Eletrodomésticos,7,Filial 10,Máscara de cílios,26.61
indisponivel,Eletrônicos,25,Filial 3,Corretivo,47.57
indisponivel,Eletrodomésticos,5,Filial 6,Batom matte,60.31
indisponivel,Eletrônicos,100,Filial 7,Blush em pó,97.53
indisponivel,Eletrodomésticos,99,Filial 7,Blush em pó,41.76
indisponivel,Eletrônicos,70,Filial 5,Máscara de cílios,20.74
indisponivel,Eletrônicos,4,Filial 9,Máscara de cílios,84.84
indisponivel,Alimentos,81,Filial 10,Batom matte,37.32
indisponivel,Eletrônicos,36,Filial 8,Delineador líquido,57.3
indisponivel,Eletrônicos,77,Filial 4,Delineador líquido,24.43
indisponivel,Eletrônicos,25,Filial 6,Sombra de olhos,18.84
indisponivel,Eletrodomésticos,60,Filial 5,Batom líquido,23.15
indisponivel,Eletrônicos,78,Filial 6,Sombra de olhos,38.02
indisponivel,Alimentos,8,Filial 4,Corretivo,15.5
indisponivel,Eletrodomésticos,86,Filial 7,Lápis de sobrancelha,64.19
indisponivel,Eletrodomésticos,27,Filial 1,Corretivo,73.74
indisponivel,Roupas,63,Filial 4,Máscara de cílios,56.66
indisponivel,Eletrodomésticos,92,Filial 1,Batom líquido,79.75
indisponivel,Eletrônicos,95,Filial 1,Base líquida,49.13
indisponivel,Eletrônicos,48,Filial 1,Blush em pó,55.96
indisponivel,Alimentos,48,Filial 9,Delineador líquido,41.01
indisponivel,Eletrônicos,62,Filial 9,Pó compacto,21.23
indisponivel,Roupas,81,Filial 10,Batom matte,88.26
indisponivel,Roupas,85,Filial 3,Base líquida,92.53
indisponivel,Eletrodomésticos,68,Filial 4,Batom líquido,42.16
indisponivel,Alimentos,6,Filial 1,Pó compacto,19.27
indisponivel,Eletrônicos,98,Filial 9,Delineador líquido,32.72
indisponivel,Roupas,82,Filial 8,Máscara de cílios,41.06
indisponivel,Roupas,97,Filial 8,Corretivo,62.64
indisponivel,Roupas,75,Filial 9,Batom matte,86.17
indisponivel,Roupas,99,Filial 9,Corretivo,16.22
indisponivel,Alimentos,29,Filial 2,Máscara de cílios,30.31
indisponivel,Alimentos,30,Filial 10,Base líquida,79.59
indisponivel,Alimentos,20,Filial 10,Máscara de cílios,26.36
indisponivel,Alimentos,79,Filial 1,Blush em pó,47.68
indisponivel,Eletrodomésticos,9,Filial 2,Pó compacto,11.95
indisponivel,Alimentos,16,Filial 2,Delineador líquido,86.15
indisponivel,Eletrônicos,43,Filial 5,Pó compacto,43.97
indisponivel,Roupas,79,Filial 7,Lápis de sobrancelha,65.26
indisponivel,Roupas,42,Filial 10,Base líquida,99.74
indisponivel,Eletrodomésticos,36,Filial 6,Batom líquido,86.33
indisponivel,Alimentos,97,Filial 1,Corretivo,25.76
indisponivel,Roupas,21,Filial 9,Lápis de sobrancelha,70.35
indisponivel,Eletrônicos,40,Filial 2,Batom líquido,81.25
indisponivel,Eletrônicos,81,Filial 3,Batom líquido,77.41
indisponivel,Roupas,54,Filial 6,Corretivo,13.18
indisponivel,Alimentos,30,Filial 8,Lápis de sobrancelha,21.93
indisponivel,Roupas,13,Filial 3,Máscara de cílios,23.57
indisponivel,Roupas,88,Filial 8,Batom líquido,70.31
indisponivel,Eletrodomésticos,94,Filial 6,Base líquida,9.41
indisponivel,Eletrodomésticos,78,Filial 2,Máscara de cílios,32.09
indisponivel,Roupas,81,Filial 6,Batom matte,24.61
indisponivel,Eletrodomésticos,85,Filial 8,Base líquida,86.68
indisponivel,Alimentos,2,Filial 1,Base líquida,4.47
indisponivel,Eletrodomésticos,49,Filial 5,Pó compacto,73.72
indisponivel,Alimentos,96,Filial 5,Batom matte,64.62
indisponivel,Roupas,54,Filial 8,Blush em pó,34.93
indisponivel,Roupas,88,Filial 8,Batom matte,78.29
indisponivel,Eletrodomésticos,44,Filial 10,Corretivo,67.08
indisponivel,Roupas,89,Filial 6,Batom líquido,98.47
indisponivel,Eletrodomésticos,36,Filial 10,Blush em pó,39.86
indisponivel,Roupas,52,Filial 8,Máscara de cílios,65.23
indisponivel,Eletrônicos,77,Filial 10,Pó compacto,50.8
indisponivel,Eletrodomésticos,16,Filial 5,Blush em pó,16.77
indisponivel,Roupas,26,Filial 7,Base líquida,16.7
indisponivel,Alimentos,30,Filial 10,Lápis de sobrancelha,15.19
indisponivel,Eletrodomésticos,36,Filial 10,Blush em pó,37.35
indisponivel,Eletrodomésticos,11,Filial 8,Pó compacto,12.8
indisponivel,Eletrodomésticos,65,Filial 6,Lápis de sobrancelha,51.72
indisponivel,Eletrodomésticos,96,Filial 8,Batom matte,72.4
indisponivel,Alimentos,38,Filial 4,Batom líquido,46.31
indisponivel,Alimentos,57,Filial 6,Lápis de sobrancelha,38.02
indisponivel,Eletrônicos,23,Filial 9,Máscara de cílios,52.19
indisponivel,Eletrodomésticos,31,Filial 10,Pó compacto,50.78
indisponivel,Alimentos,96,Filial 9,Batom matte,45.85
indisponivel,Roupas,31,Filial 2,Sombra de olhos,36.64
indisponivel,Eletrodomésticos,65,Filial 10,Corretivo,24.35
indisponivel,Eletrodomésticos,5,Filial 1,Delineador líquido,12.44
indisponivel,Eletrônicos,10,Filial 8,Base líquida,10.22
indisponivel,Eletrônicos,31,Filial 6,Blush em pó,13.55
indisponivel,Eletrônicos,42,Filial 6,Delineador líquido,58.02
indisponivel,Eletrodomésticos,81,Filial 5,Blush em pó,20.01
indisponivel,Eletrodomésticos,82,Filial 1,Pó compacto,55.72
indisponivel,Roupas,27,Filial 6,Corretivo,89.06
indisponivel,Eletrodomésticos,12,Filial 7,Máscara de cílios,9.1
indisponivel,Alimentos,91,Filial 1,Corretivo,3.03
indisponivel,Alimentos,45,Filial 3,Batom líquido,2.69
indisponivel,Alimentos,40,Filial 5,Sombra de olhos,33.25
indisponivel,Eletrônicos,28,Filial 5,Delineador líquido,44.73
indisponivel,Eletrônicos,22,Filial 5,Sombra de olhos,56.58
indisponivel,Eletrônicos,23,Filial 5,Blush em pó,39.78
indisponivel,Eletrodomésticos,98,Filial 4,Pó compacto,75.83
indisponivel,Roupas,16,Filial 9,Lápis de sobrancelha,76.69
indisponivel,Roupas,92,Filial 4,Corretivo,49.96
indisponivel,Eletrônicos,72,Filial 7,Base líquida,82.83
indisponivel,Roupas,50,Filial 10,Pó compacto,26.14
indisponivel,Eletrodomésticos,19,Filial 1,Blush em pó,2.25
indisponivel,Eletrônicos,33,Filial 7,Pó compacto,31.53
indisponivel,Eletrônicos,88,Filial 1,Delineador líquido,15.48
indisponivel,Roupas,56,Filial 8,Delineador líquido,92.41
indisponivel,Eletrônicos,82,Filial 1,Sombra de olhos,1.17
indisponivel,Eletrodomésticos,32,Filial 7,Lápis de sobrancelha,24.95
indisponivel,Eletrodomésticos,93,Filial 3,Pó compacto,11.82
indisponivel,Roupas,54,Filial 4,Batom matte,67.68
indisponivel,Eletrodomésticos,91,Filial 9,Batom matte,84.38
indisponivel,Roupas,42,Filial 10,Delineador líquido,84.01
indisponivel,Eletrônicos,60,Filial 8,Máscara de cílios,23.99
indisponivel,Eletrônicos,50,Filial 1,Máscara de cílios,79.99
indisponivel,Alimentos,35,Filial 2,Sombra de olhos,1.87
indisponivel,Alimentos,73,Filial 10,Sombra de olhos,93.98
indisponivel,Eletrônicos,34,Filial 2,Base líquida,13.97
indisponivel,Eletrodomésticos,37,Filial 10,Blush em pó,26.58
indisponivel,Eletrônicos,86,Filial 6,Máscara de cílios,31.2
indisponivel,Eletrodomésticos,1,Filial 9,Lápis de sobrancelha,37.76
indisponivel,Eletrônicos,44,Filial 10,Pó compacto,35.2
indisponivel,Alimentos,10,Filial 10,Lápis de sobrancelha,48.23
indisponivel,Roupas,83,Filial 8,Corretivo,12.12
indisponivel,Eletrodomésticos,41,Filial 4,Lápis de sobrancelha,17.39
indisponivel,Eletrodomésticos,30,Filial 1,Batom matte,36.03
indisponivel,Eletrodomésticos,30,Filial 6,Sombra de olhos,16.8
indisponivel,Eletrônicos,59,Filial 9,Delineador líquido,6.2
indisponivel,Eletrônicos,82,Filial 7,Delineador líquido,55.84
indisponivel,Eletrônicos,36,Filial 5,Sombra de olhos,80.73
indisponivel,Alimentos,5,Filial 8,Delineador líquido,87.59
indisponivel,Eletrodomésticos,10,Filial 4,Delineador líquido,45.93
indisponivel,Roupas,16,Filial 2,Pó compacto,95.1
indisponivel,Alimentos,35,Filial 7,Blush em pó,1.96
indisponivel,Eletrônicos,74,Filial 8,Batom matte,44.13
indisponivel,Eletrônicos,15,Filial 1,Máscara de cílios,85.1
indisponivel,Eletrônicos,97,Filial 7,Sombra de olhos,21.36
indisponivel,Alimentos,96,Filial 1,Lápis de sobrancelha,34.58
indisponivel,Alimentos,28,Filial 10,Sombra de olhos,25.38
indisponivel,Eletrodomésticos,62,Filial 9,Máscara de cílios,54.71
indisponivel,Roupas,21,Filial 7,Pó compacto,89.49
indisponivel,Eletrônicos,70,Filial 8,Base líquida,62.55
indisponivel,Roupas,84,Filial 7,Pó compacto,92.42
indisponivel,Alimentos,75,Filial 3,Pó compacto,76.69
indisponivel,Roupas,85,Filial 1,Batom matte,39.12
indisponivel,Eletrônicos,14,Filial 4,Pó compacto,76.88
indisponivel,Eletrodomésticos,54,Filial 4,Corretivo,1.32
indisponivel,Alimentos,63,Filial 3,Lápis de sobrancelha,61.88
indisponivel,Eletrônicos,38,Filial 3,Sombra de olhos,15.24
indisponivel,Alimentos,13,Filial 4,Sombra de olhos,72.21
indisponivel,Eletrodomésticos,94,Filial 3,Máscara de cílios,79.39
indisponivel,Alimentos,2,Filial 9,Sombra de olhos,23.86
indisponivel,Alimentos,57,Filial 8,Máscara de cílios,58.17
indisponivel,Eletrodomésticos,92,Filial 2,Máscara de cílios,25.51
indisponivel,Eletrônicos,49,Filial 5,Sombra de olhos,63.73
indisponivel,Alimentos,12,Filial 2,Pó compacto,83.26
indisponivel,Roupas,45,Filial 10,Lápis de sobrancelha,10.83
indisponivel,Roupas,79,Filial 4,Sombra de olhos,29.4
indisponivel,Eletrônicos,30,Filial 10,Máscara de cílios,80.58
indisponivel,Alimentos,21,Filial 1,Pó compacto,90.83
indisponivel,Eletrônicos,1,Filial 10,Blush em pó,72.82
indisponivel,Eletrodomésticos,95,Filial 5,Máscara de cílios,28.73
indisponivel,Alimentos,76,Filial 9,Base líquida,42.72
indisponivel,Alimentos,79,Filial 7,Corretivo,20.61
